DateSim,Tambon_ID,Tambon,Amphoe_ID,Amphoe,Province_ID,Province,DateForecast,Rainfall,Watersupply,Reservoir,WaterDemand,WaterBalance,DroughtIndex,RunoffIndex
01/01/2020,501702,ท่าเดื่อ,5017,ดอยเต่า,50,เชียงใหม่,Forecastmon01,85.92332,194.6933,100.0,1087.5206,892.8275,0,0
01/01/2020,501703,มืดกา,5017,ดอยเต่า,50,เชียงใหม่,Forecastmon01,87.358986,187.61350000000002,100.0,736.6449,549.0314999999999,0,0
01/01/2020,501704,บ้านแอ่น,5017,ดอยเต่า,50,เชียงใหม่,Forecastmon01,81.46732,106.7906,100.0,313.7538,206.9632,0,0
01/01/2020,501705,บงตัน,5017,ดอยเต่า,50,เชียงใหม่,Forecastmon01,80.18063,102.3636,100.0,315.7655,213.4019,0,0
01/01/2020,501706,โปงทุ่ง,5017,ดอยเต่า,50,เชียงใหม่,Forecastmon01,78.41992,357.6421,100.0,944.3471000000001,586.7049999999999,0,0
01/01/2020,501801,อมก๋อย,5018,อมก๋อย,50,เชียงใหม่,Forecastmon01,94.67276,12.7586,100.0,1431.5909,1418.8323,0,0
01/01/2020,501802,ยางเปียง,5018,อมก๋อย,50,เชียงใหม่,Forecastmon01,96.1239,5.8153,100.0,646.2472,640.4318,0,0
01/01/2020,501803,แม่ตื่น,5018,อมก๋อย,50,เชียงใหม่,Forecastmon01,65.47569,41.4053,100.0,282.9491,241.54379999999998,0,0
01/01/2020,501804,ม่อนจอง,5018,อมก๋อย,50,เชียงใหม่,Forecastmon01,95.07907,10.7973,100.0,365.7805,354.9833,0,0
01/01/2020,501805,สบโขง,5018,อมก๋อย,50,เชียงใหม่,Forecastmon01,97.517,3.8147,100.0,256.3887,252.5741,0,0
01/01/2020,501806,นาเกียน,5018,อมก๋อย,50,เชียงใหม่,Forecastmon01,97.517,0.08159999999999999,100.0,117.50450000000001,117.4229,0,0
01/01/2020,501901,ยางเนิ้ง,5019,สารภี,50,เชียงใหม่,Forecastmon01,97.517,0.1927,100.0,450.0404,449.8477,0,0
01/01/2020,501902,สารภี,5019,สารภี,50,เชียงใหม่,Forecastmon01,87.1152,2.3484000000000003,100.0,517.8414,515.4932,0,0
01/01/2020,501903,ชมภู,5019,สารภี,50,เชียงใหม่,Forecastmon01,83.39253,1.1288,100.0,400.49899999999997,399.37030000000004,0,0
01/01/2020,501904,ไชยสถาน,5019,สารภี,50,เชียงใหม่,Forecastmon01,97.517,0.7406999999999999,100.0,228.86720000000003,228.1265,0,0
01/01/2020,501905,ขัวมุง,5019,สารภี,50,เชียงใหม่,Forecastmon01,87.76532,0.2691,100.0,356.5468,356.2779,0,0
01/01/2020,501906,หนองแฝก,5019,สารภี,50,เชียงใหม่,Forecastmon01,80.14197,1.2581,100.0,540.7852,539.5271,0,0
01/01/2020,501907,หนองผึ้ง,5019,สารภี,50,เชียงใหม่,Forecastmon01,83.586,0.2122,100.0,279.3025,279.0903,0,0
01/01/2020,501908,ท่ากว้าง,5019,สารภี,50,เชียงใหม่,Forecastmon01,86.68176,0.3428,100.0,170.45940000000002,170.11649999999997,0,0
01/01/2020,501909,ดอนแก้ว,5019,สารภี,50,เชียงใหม่,Forecastmon01,89.390594,0.2559,100.0,187.1285,186.8727,0,0
01/01/2020,501910,ท่าวังตาล,5019,สารภี,50,เชียงใหม่,Forecastmon01,81.2642,0.1102,100.0,181.4376,181.3274,0,0
01/01/2020,501911,สันทราย,5019,สารภี,50,เชียงใหม่,Forecastmon01,78.0136,85.0124,100.0,212.7246,127.71209999999999,0,0
01/01/2020,501912,ป่าบง,5019,สารภี,50,เชียงใหม่,Forecastmon01,89.390594,8.955,100.0,211.8951,202.9402,0,0
01/01/2020,502001,เมืองแหง,5020,เวียงแหง,50,เชียงใหม่,Forecastmon01,97.517,0.1096,100.0,177.7893,177.6799,0,0
01/01/2020,502003,แสนไห,5020,เวียงแหง,50,เชียงใหม่,Forecastmon01,97.517,0.0878,100.0,46.6455,46.557700000000004,0,0
01/01/2020,502102,ศรีดงเย็น,5021,ไชยปราการ,50,เชียงใหม่,Forecastmon01,97.517,0.036000000000000004,100.0,38.3656,38.3296,0,0
01/01/2020,502201,บ้านกาด,5022,แม่วาง,50,เชียงใหม่,Forecastmon01,81.26417,3.4526,100.0,23.8375,20.384900000000002,0,0
01/01/2020,502202,ทุ่งปี๊,5022,แม่วาง,50,เชียงใหม่,Forecastmon01,81.26417,3.5624000000000002,100.0,129.8667,126.3044,0,0
01/01/2020,502203,ทุ่งรวงทอง,5022,แม่วาง,50,เชียงใหม่,Forecastmon01,78.0136,0.0387,100.0,59.6043,59.5656,0,0
01/01/2020,502204,แม่วิน,5022,แม่วาง,50,เชียงใหม่,Forecastmon01,97.517006,0.8966,100.0,470.9155,470.01890000000003,0,0
01/01/2020,502205,ดอนเปา,5022,แม่วาง,50,เชียงใหม่,Forecastmon01,81.38028,18.8973,100.0,877.3284,858.431,0,0
01/01/2020,502301,ออนเหนือ,5023,แม่ออน,50,เชียงใหม่,Forecastmon01,90.5515,0.11299999999999999,100.0,718.2477,718.1347000000001,0,0
01/01/2020,502302,ออนกลาง,5023,แม่ออน,50,เชียงใหม่,Forecastmon01,86.95267,0.5612,100.0,717.6631,717.102,0,0
01/01/2020,502303,บ้านสหกรณ์,5023,แม่ออน,50,เชียงใหม่,Forecastmon01,93.4538,0.047,100.0,548.6579,548.611,0,0
01/01/2020,502304,ห้วยแก้ว,5023,แม่ออน,50,เชียงใหม่,Forecastmon01,97.517,0.0278,100.0,16.1845,16.1567,0,0
01/01/2020,502305,แม่ทา,5023,แม่ออน,50,เชียงใหม่,Forecastmon01,88.81013,2.6997999999999998,100.0,562.5966000000001,559.8969999999999,0,0
01/01/2020,502401,ดอยหล่อ,5024,ดอยหล่อ,50,เชียงใหม่,Forecastmon01,97.517,0.6338,100.0,393.78,393.1460000000001,0,0
01/01/2020,502402,สองแคว,5024,ดอยหล่อ,50,เชียงใหม่,Forecastmon01,83.586,86.7471,100.0,510.0834,423.3362,0,0
01/01/2020,502403,ยางคราม,5024,ดอยหล่อ,50,เชียงใหม่,Forecastmon01,88.22967,0.1269,100.0,298.009,297.88210000000004,0,0
01/01/2020,502404,สันติสุข,5024,ดอยหล่อ,50,เชียงใหม่,Forecastmon01,91.078384,0.4096,100.0,752.0975999999999,751.688,0,0
01/01/2020,502501,บ้านจันทร์,5025,กัลยาณิวัฒนา,50,เชียงใหม่,Forecastmon01,94.03425,0.1451,100.0,637.1447000000001,636.9996,0,0
01/01/2020,502502,แม่แดด,5025,กัลยาณิวัฒนา,50,เชียงใหม่,Forecastmon01,97.517,0.6583,100.0,193.387,192.7287,0,0
01/01/2020,502503,แจ่มหลวง,5025,กัลยาณิวัฒนา,50,เชียงใหม่,Forecastmon01,95.07908,1.2552,100.0,374.9776,373.7224,0,0
01/01/2020,510101,ในเมือง,5101,เมืองลำพูน,51,ลำพูน,Forecastmon01,85.3274,18.7274,100.0,337.3666,318.639,0,0
01/01/2020,510102,เหมืองง่า,5101,เมืองลำพูน,51,ลำพูน,Forecastmon01,91.01587,18.0531,100.0,292.634,274.5808,0,0
01/01/2020,510103,อุโมงค์,5101,เมืองลำพูน,51,ลำพูน,Forecastmon01,79.96397,18.5494,100.0,380.6821,362.1327,0,0
01/01/2020,510104,หนองช้างคืน,5101,เมืองลำพูน,51,ลำพูน,Forecastmon01,81.264145,0.0591,100.0,130.51330000000002,130.45440000000002,0,0
01/01/2020,510105,ประตูป่า,5101,เมืองลำพูน,51,ลำพูน,Forecastmon01,87.765305,0.1737,100.0,130.6216,130.4479,0,0
01/01/2020,510106,ริมปิง,5101,เมืองลำพูน,51,ลำพูน,Forecastmon01,91.422195,0.5542,100.0,271.07370000000003,270.5195,0,0
