DateSim,Amphoe_ID,Amphoe,Province_ID,Province,DateForecast,Rainfall,Watersupply,Reservoir,WaterDemand,WaterBalance,DroughtIndex,RunoffIndex
01/01/2022,6304,แม่ระมาด,63,ตาก,Forecastmon25,88.448,2.6889000000000003,100.0,136.0381,133.3492,0,3
01/01/2022,6309,วังเจ้า,63,ตาก,Forecastmon25,79.72956,285.863,100.0,1658.3402,1372.4773,0,3
01/01/2023,5001,เมืองเชียงใหม่,50,เชียงใหม่,Forecastmon37,3.5684435,30.627499999999998,100.0,2972.8426,2942.2147999999997,0,3
01/01/2023,5002,จอมทอง,50,เชียงใหม่,Forecastmon37,3.7820594,11647.8528,100.0,7614.2633000000005,-4033.5893,3,3
01/01/2023,5003,แม่แจ่ม,50,เชียงใหม่,Forecastmon37,4.038785,2373.6942,100.0,5572.8706,3199.1766,3,3
01/01/2023,5004,เชียงดาว,50,เชียงใหม่,Forecastmon37,4.230777,310.9108,100.0,4911.2764,4600.3655,3,3
01/01/2023,5005,ดอยสะเก็ด,50,เชียงใหม่,Forecastmon37,3.8344471,71.1524,100.0,13288.974900000001,13217.8228,0,3
01/01/2023,5006,แม่แตง,50,เชียงใหม่,Forecastmon37,3.9536314,2840.5317,100.0,14551.9121,11711.3806,3,3
01/01/2023,5007,แม่ริม,50,เชียงใหม่,Forecastmon37,3.946218,1403.3575,100.0,5231.7353,3828.3776000000003,3,3
01/01/2023,5008,สะเมิง,50,เชียงใหม่,Forecastmon37,4.216875,81.8143,100.0,919.1514999999999,837.3373,3,3
01/01/2023,5011,พร้าว,50,เชียงใหม่,Forecastmon37,4.03452,306.7566,100.0,5596.1428,5289.3863,0,3
01/01/2023,5012,สันป่าตอง,50,เชียงใหม่,Forecastmon37,3.6641006,2162.2830999999996,100.0,11407.9373,9245.6543,3,3
01/01/2023,5013,สันกำแพง,50,เชียงใหม่,Forecastmon37,3.7037463,537.8575000000001,100.0,8718.6237,8180.766,0,3
01/01/2023,5014,สันทราย,50,เชียงใหม่,Forecastmon37,3.7629364,2081.1081000000004,100.0,12842.362000000001,10761.253999999999,3,3
01/01/2023,5015,หางดง,50,เชียงใหม่,Forecastmon37,3.8429701,113.0655,100.0,9185.1665,9072.1011,0,3
01/01/2023,5016,ฮอด,50,เชียงใหม่,Forecastmon37,3.9224572,6071.7303,100.0,4818.7513,-1252.9793,3,3
01/01/2023,5017,ดอยเต่า,50,เชียงใหม่,Forecastmon37,3.7762601,23374.082300000002,100.0,6993.15,-16380.9319,3,3
01/01/2023,5018,อมก๋อย,50,เชียงใหม่,Forecastmon37,4.0388103,1154.5785999999998,100.0,6225.4869,5070.908,3,3
01/01/2023,5019,สารภี,50,เชียงใหม่,Forecastmon37,3.8503368,1532.2404000000001,100.0,7828.3751,6296.1344,0,3
01/01/2023,5020,เวียงแหง,50,เชียงใหม่,Forecastmon37,4.325,3.2571999999999997,100.0,441.75329999999997,438.4961,0,3
01/01/2023,5021,ไชยปราการ,50,เชียงใหม่,Forecastmon37,4.325,0.30779999999999996,100.0,81.0591,80.7513,0,3
01/01/2023,5022,แม่วาง,50,เชียงใหม่,Forecastmon37,3.7205265,359.6953,100.0,3203.2773,2843.5820000000003,3,3
01/01/2023,5023,แม่ออน,50,เชียงใหม่,Forecastmon37,4.0562296,53.7586,100.0,5202.4664999999995,5148.707899999999,0,3
01/01/2023,5024,ดอยหล่อ,50,เชียงใหม่,Forecastmon37,3.996153,1292.5186,100.0,3772.4846,2479.9658,3,3
01/01/2023,5025,กัลยาณิวัฒนา,50,เชียงใหม่,Forecastmon37,4.237465,19.8476,100.0,2534.5946,2514.7469,3,3
01/01/2023,5101,เมืองลำพูน,51,ลำพูน,Forecastmon37,3.7299407,1193.0443,100.0,13551.636400000001,12358.593,3,3
01/01/2023,5102,แม่ทา,51,ลำพูน,Forecastmon37,4.264933,2.2184999999999997,100.0,1252.8142,1250.5957,0,3
01/01/2023,5103,บ้านโฮ่ง,51,ลำพูน,Forecastmon37,3.77716,1665.7488,100.0,2846.8701,1181.1213,3,3
01/01/2023,5104,ลี้,51,ลำพูน,Forecastmon37,3.8018966,13235.580300000001,100.0,8034.0201,-5201.559999999999,3,3
01/01/2023,5105,ทุ่งหัวช้าง,51,ลำพูน,Forecastmon37,4.325,4.6805,100.0,1379.8732,1375.1926,3,3
01/01/2023,5106,ป่าซาง,51,ลำพูน,Forecastmon37,3.9555774,2794.2992000000004,100.0,4970.8655,2176.5662,3,3
01/01/2023,5107,บ้านธิ,51,ลำพูน,Forecastmon37,3.6170375,310.046,100.0,1802.2548,1492.2087,0,3
01/01/2023,5108,เวียงหนองล่อง,51,ลำพูน,Forecastmon37,3.886237,6069.3611,100.0,2751.0076,-3318.3536,3,3
