DateSim,Province_ID,Province,DateForecast,Daily_Rainfall,Watersupply,Reservoir,WaterDemand,WaterBalance,DroughtIndex,RunoffIndex
01/10/2020,62,กำแพงเพชร,Forecastmon10,0.0,4895.7739,100.0,1931.4681999999998,-2964.3059000000003,3,1
01/10/2020,63,ตาก,Forecastmon10,0.0,32578.063899999997,100.0,9957.3894,-22620.6757,3,1
01/10/2021,50,เชียงใหม่,Forecastmon22,0.0,40557.421500000004,100.0,92305.749,51748.3299,3,3
01/10/2021,51,ลำพูน,Forecastmon22,0.0,17643.186400000002,100.0,23790.4442,6147.2572,3,3
01/10/2021,58,แม่ฮ่องสอน,Forecastmon22,0.0,12.889700000000001,100.0,129.7403,116.8507,3,1
01/10/2021,62,กำแพงเพชร,Forecastmon22,0.0,7305.442499999999,100.0,2293.4113,-5012.031000000001,3,1
01/10/2021,63,ตาก,Forecastmon22,0.0,47431.1659,100.0,11857.3911,-35573.7748,3,3
01/10/2022,50,เชียงใหม่,Forecastmon34,0.0,21773.8998,100.0,52998.556200000006,31224.6562,3,1
01/10/2022,51,ลำพูน,Forecastmon34,0.0,9165.0795,100.0,13884.723,4719.6429,3,1
01/10/2022,58,แม่ฮ่องสอน,Forecastmon34,0.0,7.6254,100.0,72.5124,64.887,3,0
01/10/2022,62,กำแพงเพชร,Forecastmon34,0.0,3201.1485000000002,100.0,1354.6729,-1846.4756000000002,3,0
01/10/2022,63,ตาก,Forecastmon34,0.0,21997.9914,100.0,7006.5527,-14991.4375,3,1
01/10/2023,50,เชียงใหม่,Forecastmon46,0.0,28321.103799999997,100.0,28703.1446,382.0413999999985,3,3
01/10/2023,51,ลำพูน,Forecastmon46,0.0,11543.2029,100.0,7499.1134,-4044.0897000000004,3,2
01/10/2023,58,แม่ฮ่องสอน,Forecastmon46,0.0,10.436,100.0,36.4058,25.9697,3,1
01/10/2023,62,กำแพงเพชร,Forecastmon46,0.0,2916.7177,100.0,739.1903,-2177.5272,3,1
01/10/2023,63,ตาก,Forecastmon46,0.0,23845.1688,100.0,3767.3401999999996,-20077.8287,3,1
01/10/2024,50,เชียงใหม่,Forecastmon58,0.0,30791.8278,100.0,35679.9738,4888.1473,3,2
01/10/2024,51,ลำพูน,Forecastmon58,0.0,13247.329000000002,100.0,9309.295100000001,-3938.0334999999986,3,1
01/10/2024,58,แม่ฮ่องสอน,Forecastmon58,0.0,9.09,100.0,46.423,37.333,3,0
01/10/2024,62,กำแพงเพชร,Forecastmon58,0.0,5301.3333,100.0,903.6079,-4397.7257,3,1
01/10/2024,63,ตาก,Forecastmon58,0.0,35190.5656,100.0,4643.3132,-30547.2526,3,1
01/11/2020,50,เชียงใหม่,Forecastmon11,15.996101,31088.2452,100.0,139931.8498,108843.6029,3,3
01/11/2020,51,ลำพูน,Forecastmon11,15.877376,13309.6681,100.0,35360.972799999996,22051.3047,3,2
01/11/2020,58,แม่ฮ่องสอน,Forecastmon11,17.519,10.285499999999999,100.0,207.5942,197.3086,3,1
01/11/2020,62,กำแพงเพชร,Forecastmon11,14.92128,5364.6471,100.0,3386.8235,-1977.8236000000002,3,1
01/11/2020,63,ตาก,Forecastmon11,15.585658,34425.0225,100.0,17586.7722,-16838.250000000004,3,1
01/11/2021,50,เชียงใหม่,Forecastmon23,0.0,44478.8224,100.0,128395.0988,83916.2778,3,3
01/11/2021,51,ลำพูน,Forecastmon23,0.0,18950.6666,100.0,32832.6172,13881.9509,3,3
01/11/2021,58,แม่ฮ่องสอน,Forecastmon23,0.0,14.8492,100.0,184.0399,169.1907,3,2
01/11/2021,62,กำแพงเพชร,Forecastmon23,0.0,7605.5939,100.0,3163.9245,-4441.6693000000005,3,2
01/11/2021,63,ตาก,Forecastmon23,0.0,49435.6976,100.0,16351.5385,-33084.159,3,3
01/11/2022,50,เชียงใหม่,Forecastmon35,0.0,35720.7866,100.0,51291.399,15570.6129,3,3
01/11/2022,51,ลำพูน,Forecastmon35,0.0,15165.8409,100.0,13251.420699999999,-1914.4205000000006,3,3
01/11/2022,58,แม่ฮ่องสอน,Forecastmon35,0.0,12.0786,100.0,69.23949999999999,57.161,3,1
01/11/2022,62,กำแพงเพชร,Forecastmon35,0.0,5526.3330000000005,100.0,1280.8526,-4245.4804,3,2
01/11/2022,63,ตาก,Forecastmon35,0.0,37411.2419,100.0,6584.504800000001,-30826.737800000003,3,2
01/11/2023,50,เชียงใหม่,Forecastmon47,0.0,37919.5525,100.0,31039.3358,-6880.2159,3,3
01/11/2023,51,ลำพูน,Forecastmon47,0.0,16344.640500000001,100.0,8112.4159,-8232.224900000001,3,3
01/11/2023,58,แม่ฮ่องสอน,Forecastmon47,0.0,12.0085,100.0,38.8299,26.8214,3,1
01/11/2023,62,กำแพงเพชร,Forecastmon47,0.0,6859.295099999999,100.0,809.668,-6049.627,3,2
01/11/2023,63,ตาก,Forecastmon47,0.0,43372.212100000004,100.0,4141.5737,-39230.638,3,3
01/11/2024,50,เชียงใหม่,Forecastmon59,0.0,35386.7053,100.0,36451.5521,1064.8465999999996,3,3
01/11/2024,51,ลำพูน,Forecastmon59,0.0,15025.9369,100.0,9544.1042,-5481.8325,3,3
01/11/2024,58,แม่ฮ่องสอน,Forecastmon59,0.0,12.0454,100.0,48.3737,36.328199999999995,3,1
01/11/2024,62,กำแพงเพชร,Forecastmon59,0.0,5671.999,100.0,927.6105,-4744.3884,3,1
01/11/2024,63,ตาก,Forecastmon59,0.0,37621.180499999995,100.0,4765.401,-32855.7799,3,2
01/12/2020,50,เชียงใหม่,Forecastmon12,141.3663,76213.471,100.0,231925.9785,155712.5075,3,3
01/12/2020,51,ลำพูน,Forecastmon12,140.31708,31340.2967,100.0,58620.4951,27280.197600000003,3,3
01/12/2020,58,แม่ฮ่องสอน,Forecastmon12,154.825,27.1884,100.0,349.2835,322.0951,0,3
01/12/2020,62,กำแพงเพชร,Forecastmon12,131.86748,10763.8923,100.0,5594.2901999999995,-5169.6022,3,3
01/12/2020,63,ตาก,Forecastmon12,137.73904,73487.5262,100.0,29185.6818,-44301.8439,3,3
01/12/2021,50,เชียงใหม่,Forecastmon24,0.091302745,65063.6302,100.0,113069.85919999999,48006.2289,3,3
01/12/2021,51,ลำพูน,Forecastmon24,0.09062721,26765.048,100.0,28771.9085,2006.8612999999987,3,3
01/12/2021,58,แม่ฮ่องสอน,Forecastmon24,0.1,23.827,100.0,162.9401,139.1129,3,3
01/12/2021,62,กำแพงเพชร,Forecastmon24,0.08516666,9583.5422,100.0,2764.4298000000003,-6819.112500000001,3,3
01/12/2021,63,ตาก,Forecastmon24,0.08896388,63919.398199999996,100.0,14308.7747,-49610.623400000004,3,3
01/12/2022,50,เชียงใหม่,Forecastmon36,0.0,57985.769700000004,100.0,92229.2283,34243.455200000004,3,3
01/12/2022,51,ลำพูน,Forecastmon36,0.0,24425.489,100.0,23619.969399999998,-805.519900000003,3,3
01/12/2022,58,แม่ฮ่องสอน,Forecastmon36,0.0,19.8768,100.0,129.4491,109.57229999999998,3,3
01/12/2022,62,กำแพงเพชร,Forecastmon36,0.0,8944.0363,100.0,2272.6799,-6671.356400000001,3,3
01/12/2022,63,ตาก,Forecastmon36,0.0,60228.1103,100.0,11745.8606,-48482.2502,3,3
01/12/2023,50,เชียงใหม่,Forecastmon48,0.0,82475.5279,100.0,67505.6735,-14969.854699999998,3,3
01/12/2023,51,ลำพูน,Forecastmon48,0.0,33792.4863,100.0,17441.4184,-16351.068299999999,3,3
01/12/2023,58,แม่ฮ่องสอน,Forecastmon48,0.0,29.6664,100.0,92.9613,63.29480000000001,3,3
01/12/2023,62,กำแพงเพชร,Forecastmon48,0.0,11397.666000000001,100.0,1702.8361,-9694.8301,3,3
01/12/2023,63,ตาก,Forecastmon48,0.0,78399.1435,100.0,8822.3608,-69576.7824,3,3
01/12/2024,50,เชียงใหม่,Forecastmon60,0.0,44350.3084,100.0,52152.6691,7802.360499999999,3,3
01/12/2024,51,ลำพูน,Forecastmon60,0.0,19136.718,100.0,13659.2724,-5477.446600000001,3,3
01/12/2024,58,แม่ฮ่องสอน,Forecastmon60,0.0,14.1577,100.0,70.9584,56.8007,3,2
01/12/2024,62,กำแพงเพชร,Forecastmon60,0.0,7910.731499999999,100.0,1332.413,-6578.3186,3,2
01/12/2024,63,ตาก,Forecastmon60,0.0,51233.5706,100.0,6878.5322,-44355.038,3,3
